ImageName,VietnameseName,Price
781.jpeg,MỰC KHÔ NƯỚNG,30000
781.jpeg,MỰC KHÔ NƯỚNG,50000
781.jpeg,CÁ CHỈ VÀNG,30000
781.jpeg,CHÂN GÀ SẢ ỚT,25000
781.jpeg,KHÔ GÀ LÁ CHANH,30000
781.jpeg,XÚC XÍCH RÁN,10000
781.jpeg,BIA CÁC LOẠI,10000
781.jpeg,CO CA,10000
781.jpeg,BÒ HÚC,10000
781.jpeg,BIA HOA QUẢ,25000
781.jpeg,TRÀ SỮA,10000
781.jpeg,MỲ CAY THẬP CẨM,35000
781.jpeg,MỲ CAY HẢI SẢN,35000
781.jpeg,MỲ ĐÙI GÀ,45000
781.jpeg,MỲ XÚC XÍCH,30000
781.jpeg,KHOAI MÔN LỆ PHỐ,20000
783.jpeg,TÔM NƯỚNG MỌI,100000
783.jpeg,TÔM NƯỚNG MỌI,150000
783.jpeg,TÔM NƯỚNG MUỐI ỚT,100000
783.jpeg,TÔM NƯỚNG MUỐI ỚT,150000
783.jpeg,TÔM RANG ME,100000
783.jpeg,TÔM RANG ME,150000
783.jpeg,TÔM MÙ TẠC,100000
783.jpeg,TÔM MÙ TẠC,150000
783.jpeg,MỰC CHIÊN GIÒN,60000
783.jpeg,MỰC XÀO SATE,60000
783.jpeg,MỰC XÀO CHUA NGỌT,60000
783.jpeg,MỰC HẤP HÀNH,80000
783.jpeg,MỰC NƯỚNG MUỐI ỚT,80000
783.jpeg,NGHÊU HẤP SẢ,35000
783.jpeg,NGHÊU HẤP THÁI,35000
783.jpeg,SÒ LÔNG NƯỚNG MỠ HÀNH,35000
783.jpeg,SÒ HUYẾT CHÁY TỎI,35000
783.jpeg,SÒ HUYẾT RANG ME,35000
783.jpeg,SÒ HUYẾT NƯỚNG MỌI,35000
783.jpeg,CHÂN GÀ NƯỚNG,60000
787.jpeg,01 CƠM ĐÙI GÀ + 01 CHẢ GIÒ + 01 CHAI SÂM,48000
787.jpeg,01 MÌ TRỘN - XÀO ĐÙI GÀ + 01 GÀ VIÊN + 01 CHAI SÂM,48000
787.jpeg,01 CƠM GÀ + 01 KHOAI TÂY + 01 GÀ VIÊN + 02 CHAI SÂM,92000
787.jpeg,02 CƠM BÒ + 01 CÁ CỐM + 01 CHẢ GIÒ + 02 CHAI SÂM,102000
787.jpeg,04 CƠM GÀ SA TẾ TỎI + 01 COMBO ĂN VẶT NHỎ + 04 CHAI SÂM,210000
787.jpeg,04 CƠM BÒ + 02  GÀ VIÊN + 02 CHẢ GIÒ + 02 KHOAI TÂY + 04 CHAI SÂM,224000
787.jpeg,TRÀ TẮC,10000
787.jpeg,TRÀ CHANH,10000
787.jpeg,TRÀ ĐÀO,10000
787.jpeg,TRÀ ĐÀO SỮA,12000
787.jpeg,MILO SỮA DẰM,12000
787.jpeg,MILO,12000
787.jpeg,STING,12000
787.jpeg,PEPSI,12000
787.jpeg,7UP,12000
787.jpeg,ÔLONG,12000
787.jpeg,NƯỚC SUỐI,8000
789.jpeg,KHOAI TÂY CHIÊN,59000
789.jpeg,ĐẬU HỦ CHIÊN GIÒN,59000
789.jpeg,ĐẬU HŨ LƯỚT VÁN,69000
789.jpeg,ĐẬU HŨ NƯỚNG GIẤY BẠC,79000
789.jpeg,HỘT VỊT BẮC THẢO CỦ KIỆU,89000
789.jpeg,ĐẬU BẮP LUỘC CHẤM CHAO,59000
789.jpeg,BẦU LUỘC CHẤM TRỨNG,59000
789.jpeg,CẢI XANH XỐT DẦU HÀO,59000
789.jpeg,RAU MUỐNG XÀO TỎI,59000
789.jpeg,SALAD TRỘN BÒ,89000
789.jpeg,NGŨ QUẢ KHO QUẸT,89000
789.jpeg,NẤM NƯỚNG GIẤY BẠC,79000
789.jpeg,NẤM NƯỚNG HẢI SẢN GIẤY BẠC,109000
789.jpeg,SÒ ĐIỆP TRỨNG CÚT,79000
789.jpeg,KHỔ QUA CHÀ BÔNG,69000
791.jpeg,CÀ PHÊ ĐEN ĐÁ/NÓNG,18000
791.jpeg,CÀ PHÊ SỮA ĐÁ/NÓNG,20000
791.jpeg,CÀ PHÊ BẠC SỈU ĐÁ/NÓNG,25000
791.jpeg,CACAO ĐÁ/NÓNG,25000
791.jpeg,ESPRESSO,25000
791.jpeg,AMERICANO,30000
791.jpeg,CAPPUCHINO,30000
791.jpeg,LATTE,35000
791.jpeg,CARAMEL MACHIATO,35000
791.jpeg,MOCHA,35000
791.jpeg,MATCHA,35000
793.jpeg,CƠM CHIÊN LÁ É MIỀN TRUNG,89000
793.jpeg,CƠM CHIÊN LÁ É HẢI SẢN,109000
793.jpeg,CƠM CHIÊN CÁ MẶN GÀ XÉ,109000
793.jpeg,CƠM CHIÊN THẰNG BỜM,119000
793.jpeg,CƠM CHIÊN HẢI SẢN,109000
793.jpeg,CƠM CHIÊN TỎI + TRỨNG,89000
793.jpeg,CƠM CHIÊN THÁI LAN,119000
793.jpeg,MÌ XÀO HẢI SẢN,119000
793.jpeg,MÌ TRỘN SA TẾ JAMBON,129000
793.jpeg,MÌ XÀO BÒ,119000
793.jpeg,BÚN XÀO SINGAPORE,129000
793.jpeg,BÚN XÀO HẢI SẢN,119000
793.jpeg,MIẾN XÀO LƯƠN,149000
793.jpeg,MIẾN XÀO CUA TAY CẦM,NOT GIVEN
793.jpeg,SOUP HẢI SẢN,35000
793.jpeg,SOUP BẮP CUA,35000
793.jpeg,SOUP 4 VỊ,40000
793.jpeg,CHÁO HÀO,129000
793.jpeg,CHÁO BỒ CÂU,169000
793.jpeg,CHÁO HẢI SẢN,139000
793.jpeg,CHÁO BÒ,139000
795.jpeg,BÁNH TRÁNG CUỘN ,15000
795.jpeg,BÁNH TRÁNG TRỘN ,15000
795.jpeg,BÁNH TRỨNG NƯỚNG,12000
795.jpeg,BÁNH TRÁNG NƯỚNG,12000
795.jpeg,BÁNH FLAN,5000
795.jpeg,BÁNH ĐA LẮC PHÔ MAI,12000
795.jpeg,KHOAI TÂY LỐC XOÁY,10000
795.jpeg,HỘT GÀ NƯỚNG,6000
795.jpeg,HỒ LÔ,10000
795.jpeg,PHÔ MAI QUE,10000
795.jpeg,CƠM CHÁY CHÀ BÔNG,15000
795.jpeg,XÚC XÍCH ĐỨC ,12000
795.jpeg,TÀU HỦ TRỨNG CHIÊN GIÒN ,15000
795.jpeg,YAOURT KHÓM,10000
795.jpeg,HOÀNG THÁNH CHIÊN GIÒN ,12000
795.jpeg,KHOAI LANG CHIÊN GIÒN ,12000
795.jpeg,XOÀI LẮC ,15000 - 20000
795.jpeg,CÓC LẮC ,25000
795.jpeg,GỎI CÓC ,20000
795.jpeg,RAU CÂU BÁNH FLAN,10000
795.jpeg,TRÀ SỮA THÁI ,12000 - 15000
795.jpeg,TRÀ ĐÀO ,15000
795.jpeg,HỒNG TRÀ,5000
795.jpeg,TRÀ ĐÀO SỮA,15000
795.jpeg,CÀ PHÊ ĐÁ,10000
795.jpeg,CÀ PHÊ SỮA ĐÁ,15000
795.jpeg,YAOURT TẨY ,15000
796.jpeg,VỊT NƯỚNG LU(1/4 CON),80000
796.jpeg,VỊT NƯỚNG LU(1/2 CON),130000
796.jpeg,VỊT QUAY BẮC KINH(NGUYÊN CON),290000
796.jpeg,CHÁO VỊT,20000
796.jpeg,GỎI VỊT,75000
796.jpeg,GỎI CHÂN VỊT RÚT XƯƠNG,55000
796.jpeg,VỊT SỐT TIÊU XANH BÁNH BAO,95000
796.jpeg,VỊT CHÁY TỎI,75000
796.jpeg,VỊT RANG MUỐI ,75000
796.jpeg,LƯỠI VỊT SAPO,70000
796.jpeg,LƯỠI VỊT NƯỚNG,70000
796.jpeg,LẪU VỊT ÔM SẤU,145000
796.jpeg,LẪU VỊT NẤU CHAO,145000
796.jpeg,PHỞ CUỐN VỊT ,95000
796.jpeg,CHẢ ỐC NHỒI ỐNG TRE,70000
796.jpeg,DỒI SỤN NƯỚNG,70000
796.jpeg,LÀNG GÀ TRỨNG NON CHÁY TỎI,70000
796.jpeg,LẠP XƯỞNG TƯƠI ĐÀI LOAN(1 PHẦN),90000
796.jpeg,LẠP XƯỞNG TƯƠI ĐÀI LOAN(1 KG),350000
796.jpeg,GÀ NƯỚNG LU(ĐẶT TRƯỚC),260000
796.jpeg,BA CHỈ HEO QUAY(ĐẶT TRƯỚC),NOT GIVEN
811.jpeg,BÚN RIÊU CÁ,20000
811.jpeg,BÚN CÁ TƯƠI,25000
811.jpeg,BÚN MẮT CÁ,30000
811.jpeg,BÚN MỰC,35000
811.jpeg,MẮT CÁ THÊM,20000
815.jpeg,CHẢ RAM,NOT GIVEN
815.jpeg,TÔM ĐẤT ĐUÔI,170000
815.jpeg,TÔM ĐẤT KHÔNG ĐUÔI,130000
815.jpeg,THỊT,110000
815.jpeg,BẮP (CHAY),80000
815.jpeg,"NEM, CHẢ",NOT GIVEN
815.jpeg,"NEM CHIẾC, CHẢ THẺ",25000
815.jpeg,NEM CHUA NƯỚNG,50000
815.jpeg,"NEM CÂY, CHẢ LỤA",70000
815.jpeg,TRÉ,30000
815.jpeg,CHẢ BÒ,130000
815.jpeg,CHẢ QUẾ,75000
815.jpeg,PATE,60000
815.jpeg,NEM LỤI QUẤN SẢ,70000
815.jpeg,BÁNH ÍT LÁ GAI,30000
815.jpeg,PHÔI NẤM,12000
815.jpeg,TINH BỘT NGHỆ,400000
816.jpeg,CHÈ THẬP CẨM,20000
816.jpeg,CHÈ ĐẬU XANH ĐÁNH,20000
816.jpeg,CHÈ ĐẬU XANH SẦU RIÊNG,29000
816.jpeg,CHÈ THÁI,35000
816.jpeg,CHÈ THÁI KHÔNG SẦU RIÊNG,25000
816.jpeg,CHÈ KHÚC BẠCH,25000
816.jpeg,TRÁI CÂY,40000
816.jpeg,ĐÔNG SƯƠNG,20000
816.jpeg,KEM PLAN,15000
816.jpeg,TÀU HŨ SINGAPORE,15000
816.jpeg,SỮA CHUA HẠT ĐÁT,30000
816.jpeg,SIRO THẠCH DỪA,15000
820.jpeg,BÁNH XÈO TÔM NHẢY,14000
820.jpeg,BÁNH XÈO THỊT BÒ,14000
820.jpeg,BÁNH XÈO TRỨNG (GÀ),7000
820.jpeg,BÁNH XÈO CHAY,7000
820.jpeg,NEM NƯỚNG BÌNH ĐỊNH,4000
820.jpeg,NEM LỤI  ,4000
820.jpeg,BÁNH TRÁNG CUỐN TÔM,10000
820.jpeg,BÁNH TRÁNG CUỐN THỊT,10000
820.jpeg,KHĂN LẠNH,2000
820.jpeg,TRÀ ĐÁ,FREE
820.jpeg,COCACOLA,10000
820.jpeg,NƯỚC SUỐI DANARI,8000
820.jpeg,NUTRI BOOST,10000
820.jpeg,PEPSI,10000
820.jpeg,NƯỚC SUỐI AQUAFINA,8000
820.jpeg,REVIDE,9000
820.jpeg,BÒ HÚC,14000
822.jpeg,BÁNH CANH CHẢ CÁ,30000
822.jpeg,PHỞ CHẢ CÁ,30000
822.jpeg,MIẾN CHẢ CÁ,30000
822.jpeg,BÚN THỊT NƯỚNG,30000
822.jpeg,BÚN CÁ DẦM + CHẢ CÁ,35000
822.jpeg,BÚN CÁ THU TƯƠI + CHẢ CÁ,35000
822.jpeg,BÚN CÁ NGỪ + CHẢ CÁ,35000
822.jpeg,BÚN ĐẦU CÁ THU + CÁ HỒI,35000
822.jpeg,BÚN CÁ DẰM + CHẢ CÁ,35000
822.jpeg,BÚN TRỨNG CÁ THU,35000
822.jpeg,BÚN SỨA CHẢ CÁ,35000
822.jpeg,BÚN THẬP CẨM  ,35000
822.jpeg,CHẢ CÁ THÊM,20000
822.jpeg,GỎI SỨA,35000
822.jpeg,CUỐN NEM THỊT,8000
822.jpeg,CUỐN CHẢ CÁ,8000
829.jpeg,SÚP HẢI SẢN PHÁT TÀI,36000
829.jpeg,SÚP HẢI SÂM NẤM,48000
829.jpeg,SÚP BẮP CUA,32000
829.jpeg,SA LÁT HẢI SẢN KIỂU THÁI SỐT PHÔ MAI,68000
829.jpeg,SA LÁT XOÀI TÔM THỊT,62000
829.jpeg,SA LÁT DÂU DẦM VỚI RAU TỔNG HỢP,56000
829.jpeg,SA LÁT TÔM VỚI SỐT MÈ RANG,76000
829.jpeg,CÁ BỚP NẤU LÁ LỐT,68000
829.jpeg,"CÁ DIÊU HỒNG HẤP XÌ DẦU OM NẤM, NƯỚNG",258000
829.jpeg,"CÁ QUẢ HẤP HÀNH, GỪNG/NƯỚNG",258000
849.jpeg,CHẢ RAM TÔM ĐẤT,NOT GIVEN
849.jpeg,DA BÒ CUỐN LÁ MƠ,NOT GIVEN
849.jpeg,ĐẬU CHIÊN,NOT GIVEN
849.jpeg,ĐẬU BẮP LUỘC,NOT GIVEN
849.jpeg,CẢI XÀO TỎI,NOT GIVEN
849.jpeg,CHÂN GÀ RANG MUỐI,NOT GIVEN
849.jpeg,TAI HEO CHUA NGỌT,NOT GIVEN
849.jpeg,GỎI HẢI SẢN,NOT GIVEN
849.jpeg,GỎI TAI HEO,NOT GIVEN
849.jpeg,GỎI GÂN BÒ,NOT GIVEN
849.jpeg,GỎI DA CÁ,NOT GIVEN
849.jpeg,GỎI MỀ GÀ ,NOT GIVEN
849.jpeg,GỎI BAO TỬ,NOT GIVEN
849.jpeg,CHÂN GÀ NƯỚNG,NOT GIVEN
849.jpeg,BÒ NƯỚNG LÁ LỐP,NOT GIVEN
849.jpeg,TÔM NƯỚNG,NOT GIVEN
849.jpeg,LÒNG NƯỚNG,NOT GIVEN
849.jpeg,MỀ GÀ NƯỚNG,NOT GIVEN
849.jpeg,CÁ MỰC KHÔ NƯỚNG,NOT GIVEN
849.jpeg,CÁNH GÀ CHIÊN MẮM,NOT GIVEN
849.jpeg,CÁNH GÀ CHIÊN ME,NOT GIVEN
849.jpeg,CHÂN GÀ CHIÊN MẮM,NOT GIVEN
849.jpeg,MỰC CHIÊN TỎI,NOT GIVEN
849.jpeg,CÁ LÓC CHIÊN ME,NOT GIVEN
849.jpeg,CÁ LÓC CHIÊN MẮM XOÀI,NOT GIVEN
849.jpeg,CÁ LAO CHIÊN MẮM,NOT GIVEN
849.jpeg,BÒ CHÁY TỎI,NOT GIVEN
